snapshot_fecha_key,fecha_arribo_gye_key,fecha_salida_autorizada_key,fecha_arribo_key,fecha_cas_key,plan_llegada_grupasa_key,plan_llegada_patio_key,plan_devolucion_vacio_key,contenedor_key,status_key,bodega_key,fecha_snapshot,contenedor_id,pedido,parcial,naviera,puerto,deposito_vacio,fecha_arribo_gye,fecha_salida_autorizada,fecha_arribo,fecha_cas,plan_llegada_grupasa,hora_descarga,plan_slot_grupasa,tipo_asignacion_grupasa,plan_llegada_patio,plan_devolucion_vacio,cumplimiento_grupasa,cumplimiento_galagans,dias_puerto_a_patio,dias_patio_a_bodega,dias_bodega_a_deposito,alerta_cas,cas_vencido
20260327,20260305,20260309,20260310,20260319,20260318,20260310,20260318,37,10,9,2026-03-27,CAAU5528160,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,RE-05174,MSC,TPG,MEDLOG,2026-03-05,2026-03-09,2026-03-10,2026-03-19,2026-03-18,,,directa_hoja,2026-03-10,2026-03-18,PENDIENTE,CUMPLE,5.0,,,False,False
20260327,20260315,20260317,20260320,20260329,20260327,20260320,,38,30,0,2026-03-27,CAAU5658204,5700011108 P2 GG,RE-07749,MSC,TPG,MEDLOG,2026-03-15,2026-03-17,2026-03-20,2026-03-29,2026-03-27,,,directa_hoja,2026-03-20,,PENDIENTE,CUMPLE,5.0,,,False,False
20260327,20260308,20260309,20260311,20260328,20260323,20260311,20260326,42,10,9,2026-03-27,CAAU7081791,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,TPG,OPACIFIC,2026-03-08,2026-03-09,2026-03-11,2026-03-28,2026-03-23,,,directa_hoja,2026-03-11,2026-03-26,PENDIENTE,CUMPLE,3.0,,,False,False
20260327,20260306,20260309,20260312,20260327,20260319,20260312,20260320,49,10,9,2026-03-27,CAAU7357067,8000229 P1 FSC GE,RE-06198,MSC,NAPORTEC,MEDLOG,2026-03-06,2026-03-09,2026-03-12,2026-03-27,2026-03-19,,,directa_hoja,2026-03-12,2026-03-20,PENDIENTE,CUMPLE,6.0,,,False,False
20260327,20260214,20260219,20260221,20260306,20260305,20260221,20260305,51,10,9,2026-03-27,CAAU7523717,8000215 P1 FSC GG,RE-54392,MSC,TPG,MEDLOG,2026-02-14,2026-02-19,2026-02-21,2026-03-06,2026-03-05,,,directa_hoja,2026-02-21,2026-03-05,PENDIENTE,CUMPLE,7.0,,,False,False
20260327,20260301,20260305,20260307,20260321,20260311,20260307,20260311,52,10,9,2026-03-27,CAAU7529206,8000218 P1 FSC GE,RE-54910,MSC,NAPORTEC,MEDLOG,2026-03-01,2026-03-05,2026-03-07,2026-03-21,2026-03-11,,,directa_hoja,2026-03-07,2026-03-11,PENDIENTE,CUMPLE,6.0,,,False,False
20260327,20260315,20260317,20260320,20260329,20260327,20260320,,53,30,0,2026-03-27,CAAU7534352,5700011108 P2 GG,RE-07749,MSC,TPG,MEDLOG,2026-03-15,2026-03-17,2026-03-20,2026-03-29,2026-03-27,,,directa_hoja,2026-03-20,,PENDIENTE,CUMPLE,5.0,,,False,False
20260327,20260315,20260317,20260320,20260329,20260327,20260320,,58,30,0,2026-03-27,CAAU8149068,5700011108 P2 GG,RE-07749,MSC,TPG,MEDLOG,2026-03-15,2026-03-17,2026-03-20,2026-03-29,2026-03-27,,,directa_hoja,2026-03-20,,PENDIENTE,CUMPLE,5.0,,,False,False
20260327,20260218,20260223,20260224,20260324,20260307,20260224,20260307,61,10,9,2026-03-27,CAAU8210851,8000198 P5 FSC GE,RE-03838,HALO,TPG,TERCON,2026-02-18,2026-02-23,2026-02-24,2026-03-24,2026-03-07,,,directa_hoja,2026-02-24,2026-03-07,PENDIENTE,CUMPLE,6.0,,,False,False
20260327,20260308,20260309,20260311,20260328,20260324,20260311,20260324,67,10,9,2026-03-27,CAAU9168988,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,TPG,OPACIFIC,2026-03-08,2026-03-09,2026-03-11,2026-03-28,2026-03-24,,,directa_hoja,2026-03-11,2026-03-24,PENDIENTE,CUMPLE,3.0,,,False,False
20260327,20260215,20260219,20260223,20260307,20260306,20260223,20260306,72,10,9,2026-03-27,CAAU9493102,8000214 P2 FSC GG,RE-54128,MSC,NAPORTEC,MEDLOG,2026-02-15,2026-02-19,2026-02-23,2026-03-07,2026-03-06,,,directa_hoja,2026-02-23,2026-03-06,PENDIENTE,CUMPLE,8.0,,,False,False
20260327,20260301,20260305,20260307,20260321,20260311,20260307,20260311,77,10,9,2026-03-27,CAIU4687052,8000218 P1 FSC GE,RE-54910,MSC,NAPORTEC,MEDLOG,2026-03-01,2026-03-05,2026-03-07,2026-03-21,2026-03-11,,,directa_hoja,2026-03-07,2026-03-11,PENDIENTE,CUMPLE,6.0,,,False,False
20260327,20260305,20260309,20260310,20260319,20260318,20260310,20260317,78,10,9,2026-03-27,CAIU4773232,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,RE-05174,MSC,TPG,MEDLOG,2026-03-05,2026-03-09,2026-03-10,2026-03-19,2026-03-18,,,directa_hoja,2026-03-10,2026-03-17,PENDIENTE,CUMPLE,5.0,,,False,False
20260327,20260320,20260324,20260325,20260409,,20260325,,79,30,0,2026-03-27,CAIU4863399,8000236 P1 FSC GE,RE-03395,MSC,NAPORTEC,MEDLOG,2026-03-20,2026-03-24,2026-03-25,2026-04-09,,,,directa_hoja,2026-03-25,,SIN_PLAN,CUMPLE,5.0,,,False,False
20260327,20260315,20260317,20260320,20260329,20260327,20260320,,84,30,0,2026-03-27,CAIU7038062,5700011108 P2 GG,RE-07749,MSC,TPG,MEDLOG,2026-03-15,2026-03-17,2026-03-20,2026-03-29,2026-03-27,,,directa_hoja,2026-03-20,,PENDIENTE,CUMPLE,5.0,,,False,False
20260327,20260305,20260309,20260310,20260319,20260318,20260310,20260317,86,10,9,2026-03-27,CAIU7355473,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,RE-05174,MSC,TPG,MEDLOG,2026-03-05,2026-03-09,2026-03-10,2026-03-19,2026-03-18,,,directa_hoja,2026-03-10,2026-03-17,PENDIENTE,CUMPLE,5.0,,,False,False
20260327,20260320,20260324,20260325,20260409,,20260325,,89,30,0,2026-03-27,CAIU7555614,8000236 P1 FSC GE,RE-03395,MSC,NAPORTEC,MEDLOG,2026-03-20,2026-03-24,2026-03-25,2026-04-09,,,,directa_hoja,2026-03-25,,SIN_PLAN,CUMPLE,5.0,,,False,False
20260327,20260305,20260309,20260310,20260319,20260317,20260310,20260317,94,10,9,2026-03-27,CAIU8711732,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,RE-05174,MSC,TPG,MEDLOG,2026-03-05,2026-03-09,2026-03-10,2026-03-19,2026-03-17,,,directa_hoja,2026-03-10,2026-03-17,PENDIENTE,CUMPLE,5.0,,,False,False
20260327,20260312,20260316,20260319,20260401,20260328,20260319,,108,30,0,2026-03-27,CGMU5094767,8000239 P1 FSC GE,RE-04663,CMA CGM,TPG,BLASTI,2026-03-12,2026-03-16,2026-03-19,2026-04-01,2026-03-28,,,directa_hoja,2026-03-19,,PENDIENTE,CUMPLE,7.0,,,False,False
20260327,20260312,20260316,20260319,20260401,20260328,20260319,,113,30,0,2026-03-27,CGMU5270700,8000239 P1 FSC GE,RE-04663,CMA CGM,TPG,BLASTI,2026-03-12,2026-03-16,2026-03-19,2026-04-01,2026-03-28,,,directa_hoja,2026-03-19,,PENDIENTE,CUMPLE,7.0,,,False,False
20260327,20260312,20260316,20260319,20260401,20260328,20260319,,116,30,0,2026-03-27,CGMU5356825,8000239 P1 FSC GE,RE-04663,CMA CGM,TPG,BLASTI,2026-03-12,2026-03-16,2026-03-19,2026-04-01,2026-03-28,,,directa_hoja,2026-03-19,,PENDIENTE,CUMPLE,7.0,,,False,False
20260327,20260312,20260316,20260319,20260401,20260328,20260319,,119,30,0,2026-03-27,CGMU5415759,8000239 P1 FSC GE,RE-04663,CMA CGM,TPG,BLASTI,2026-03-12,2026-03-16,2026-03-19,2026-04-01,2026-03-28,,,directa_hoja,2026-03-19,,PENDIENTE,CUMPLE,7.0,,,False,False
20260327,20260312,20260316,20260319,20260401,,20260319,,125,30,0,2026-03-27,CGMU5786209,8000239 P1 FSC GE,RE-04663,CMA CGM,TPG,BLASTI,2026-03-12,2026-03-16,2026-03-19,2026-04-01,,,,directa_hoja,2026-03-19,,SIN_PLAN,CUMPLE,7.0,,,False,False
20260327,20260312,20260316,20260319,20260401,,20260319,,127,30,0,2026-03-27,CGMU6568916,8000239 P1 FSC GE,RE-04663,CMA CGM,TPG,BLASTI,2026-03-12,2026-03-16,2026-03-19,2026-04-01,,,,directa_hoja,2026-03-19,,SIN_PLAN,CUMPLE,7.0,,,False,False
20260327,20260312,20260316,20260319,20260401,,20260319,,128,30,0,2026-03-27,CGMU6584516,8000239 P1 FSC GE,RE-04663,CMA CGM,TPG,BLASTI,2026-03-12,2026-03-16,2026-03-19,2026-04-01,,,,directa_hoja,2026-03-19,,SIN_PLAN,CUMPLE,7.0,,,False,False
20260327,20260312,20260316,20260319,20260401,,20260319,,130,30,0,2026-03-27,CGMU6593760,8000239 P1 FSC GE,RE-04663,CMA CGM,TPG,BLASTI,2026-03-12,2026-03-16,2026-03-19,2026-04-01,,,,directa_hoja,2026-03-19,,SIN_PLAN,CUMPLE,7.0,,,False,False
20260327,20260312,20260316,20260319,20260401,,20260319,,135,30,0,2026-03-27,CGMU7027752,8000239 P1 FSC GE,RE-04663,CMA CGM,TPG,BLASTI,2026-03-12,2026-03-16,2026-03-19,2026-04-01,,,,directa_hoja,2026-03-19,,SIN_PLAN,CUMPLE,7.0,,,False,False
20260327,20260312,20260316,20260319,20260401,,20260319,,137,30,0,2026-03-27,CGMU8002851,8000239 P1 FSC GE,RE-04663,CMA CGM,TPG,BLASTI,2026-03-12,2026-03-16,2026-03-19,2026-04-01,,,,directa_hoja,2026-03-19,,SIN_PLAN,CUMPLE,7.0,,,False,False
20260327,20260312,20260316,20260319,20260401,,20260319,,141,30,0,2026-03-27,CGMU9313251,8000239 P1 FSC GE,RE-04663,CMA CGM,TPG,BLASTI,2026-03-12,2026-03-16,2026-03-19,2026-04-01,,,,directa_hoja,2026-03-19,,SIN_PLAN,CUMPLE,7.0,,,False,False
20260327,20260220,20260225,20260225,20260312,20260307,20260225,20260307,147,10,9,2026-03-27,CMAU4584165,8000235 P1 FSC GE,RE-54923,CMA CGM,TPG,BLASTI,2026-02-20,2026-02-25,2026-02-25,2026-03-12,2026-03-07,,,directa_hoja,2026-02-25,2026-03-07,PENDIENTE,CUMPLE,5.0,,,False,False
20260327,20260220,20260225,20260225,20260312,20260307,20260225,20260307,148,10,9,2026-03-27,CMAU4719888,8000235 P1 FSC GE,RE-54923,CMA CGM,TPG,BLASTI,2026-02-20,2026-02-25,2026-02-25,2026-03-12,2026-03-07,,,directa_hoja,2026-02-25,2026-03-07,PENDIENTE,CUMPLE,5.0,,,False,False
20260327,20260312,20260316,20260319,20260401,20260328,20260319,,149,30,0,2026-03-27,CMAU6466032,8000239 P1 FSC GE,RE-04663,CMA CGM,TPG,BLASTI,2026-03-12,2026-03-16,2026-03-19,2026-04-01,2026-03-28,,,directa_hoja,2026-03-19,,PENDIENTE,CUMPLE,7.0,,,False,False
20260327,20260312,20260316,20260319,20260401,20260328,20260319,,151,30,0,2026-03-27,CMAU7678490,8000239 P1 FSC GE,RE-04663,CMA CGM,TPG,BLASTI,2026-03-12,2026-03-16,2026-03-19,2026-04-01,2026-03-28,,,directa_hoja,2026-03-19,,PENDIENTE,CUMPLE,7.0,,,False,False
20260327,20260315,20260317,20260320,20260329,20260327,20260320,,155,30,0,2026-03-27,CXDU2042270,5700011108 P2 GG,RE-07749,MSC,TPG,MEDLOG,2026-03-15,2026-03-17,2026-03-20,2026-03-29,2026-03-27,,,directa_hoja,2026-03-20,,PENDIENTE,CUMPLE,5.0,,,False,False
20260327,20260305,20260309,20260310,20260319,20260317,20260310,20260317,157,10,9,2026-03-27,CXDU2149308,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,RE-05174,MSC,TPG,MEDLOG,2026-03-05,2026-03-09,2026-03-10,2026-03-19,2026-03-17,,,directa_hoja,2026-03-10,2026-03-17,PENDIENTE,CUMPLE,5.0,,,False,False
20260327,20260312,20260316,20260319,20260401,,20260319,,162,30,0,2026-03-27,CXRU1628450,8000239 P1 FSC GE,RE-04663,CMA CGM,TPG,BLASTI,2026-03-12,2026-03-16,2026-03-19,2026-04-01,,,,directa_hoja,2026-03-19,,SIN_PLAN,CUMPLE,7.0,,,False,False
20260327,20260214,20260219,20260221,20260306,20260305,20260221,20260305,163,10,9,2026-03-27,DFSU6595086,8000215 P1 FSC GG,RE-54392,MSC,TPG,MEDLOG,2026-02-14,2026-02-19,2026-02-21,2026-03-06,2026-03-05,,,directa_hoja,2026-02-21,2026-03-05,PENDIENTE,CUMPLE,7.0,,,False,False
20260327,20260302,20260305,20260307,20260322,20260312,20260307,20260319,164,10,9,2026-03-27,DFSU7418866,8000271 P1 FSC GE,RE-05719,HALO,TPG,TPG,2026-03-02,2026-03-05,2026-03-07,2026-03-22,2026-03-12,,,directa_hoja,2026-03-07,2026-03-19,PENDIENTE,CUMPLE,5.0,,,False,False
20260327,20260305,20260309,20260310,20260319,20260317,20260310,20260317,165,10,9,2026-03-27,DFSU7790298,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,RE-05174,MSC,TPG,MEDLOG,2026-03-05,2026-03-09,2026-03-10,2026-03-19,2026-03-17,,,directa_hoja,2026-03-10,2026-03-17,PENDIENTE,CUMPLE,5.0,,,False,False
20260327,20260305,20260309,20260310,20260319,20260317,20260310,20260317,166,10,9,2026-03-27,DRYU9385816,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,RE-05174,MSC,TPG,MEDLOG,2026-03-05,2026-03-09,2026-03-10,2026-03-19,2026-03-17,,,directa_hoja,2026-03-10,2026-03-17,PENDIENTE,CUMPLE,5.0,,,False,False
20260327,20260214,20260219,20260221,20260306,20260305,20260221,20260305,167,10,9,2026-03-27,DRYU9712729,8000215 P1 FSC GG,RE-54392,MSC,TPG,MEDLOG,2026-02-14,2026-02-19,2026-02-21,2026-03-06,2026-03-05,,,directa_hoja,2026-02-21,2026-03-05,PENDIENTE,CUMPLE,7.0,,,False,False
20260327,20260220,20260225,20260225,20260312,20260307,20260225,20260307,169,10,9,2026-03-27,ECMU7056288,8000235 P1 FSC GE,RE-54923,CMA CGM,TPG,BLASTI,2026-02-20,2026-02-25,2026-02-25,2026-03-12,2026-03-07,,,directa_hoja,2026-02-25,2026-03-07,PENDIENTE,CUMPLE,5.0,,,False,False
20260327,20260302,20260305,20260307,20260322,20260313,20260307,20260317,170,10,9,2026-03-27,FANU1183469,8000271 P1 FSC GE,RE-05719,HALO,TPG,TPG,2026-03-02,2026-03-05,2026-03-07,2026-03-22,2026-03-13,,,directa_hoja,2026-03-07,2026-03-17,PENDIENTE,CUMPLE,5.0,,,False,False
20260327,20260302,20260305,20260307,20260322,20260313,20260307,20260312,171,10,9,2026-03-27,FANU1494455,8000271 P1 FSC GE,RE-05719,HALO,TPG,TPG,2026-03-02,2026-03-05,2026-03-07,2026-03-22,2026-03-13,,,directa_hoja,2026-03-07,2026-03-12,PENDIENTE,CUMPLE,5.0,,,False,False
20260327,20260302,20260305,20260307,20260322,20260312,20260307,20260319,172,10,9,2026-03-27,FANU1494882,8000271 P1 FSC GE,RE-05719,HALO,TPG,TPG,2026-03-02,2026-03-05,2026-03-07,2026-03-22,2026-03-12,,,directa_hoja,2026-03-07,2026-03-19,PENDIENTE,CUMPLE,5.0,,,False,False
20260327,20260302,20260305,20260307,20260322,20260313,20260307,20260317,176,10,9,2026-03-27,FANU3252445,8000271 P1 FSC GE,RE-05719,HALO,TPG,TPG,2026-03-02,2026-03-05,2026-03-07,2026-03-22,2026-03-13,,,directa_hoja,2026-03-07,2026-03-17,PENDIENTE,CUMPLE,5.0,,,False,False
20260327,20260302,20260305,20260307,20260322,20260312,20260307,20260319,177,10,9,2026-03-27,FANU3261196,8000271 P1 FSC GE,RE-05719,HALO,TPG,TPG,2026-03-02,2026-03-05,2026-03-07,2026-03-22,2026-03-12,,,directa_hoja,2026-03-07,2026-03-19,PENDIENTE,CUMPLE,5.0,,,False,False
20260327,20260302,20260305,20260307,20260322,20260313,20260307,20260319,181,10,9,2026-03-27,FANU3355720,8000271 P1 FSC GE,RE-05719,HALO,TPG,TPG,2026-03-02,2026-03-05,2026-03-07,2026-03-22,2026-03-13,,,directa_hoja,2026-03-07,2026-03-19,PENDIENTE,CUMPLE,5.0,,,False,False
20260327,20260225,20260226,20260227,20260227,20260227,20260227,20260227,183,10,14,2026-03-27,FANU3425751,5700011308 P1 ARCLAD GE,RE-05556,HALO,TPG,TPG,2026-02-25,2026-02-26,2026-02-27,2026-02-27,2026-02-27,,,directa_hoja,2026-02-27,2026-02-27,PENDIENTE,CUMPLE,,,,False,False
20260327,20260302,20260310,20260310,20260310,20260310,20260310,20260310,185,10,9,2026-03-27,FANU3449305,SPLIT 8000220 P1 FSC GE,RE-54108,HALO,TPG,TPG,2026-03-02,2026-03-10,2026-03-10,2026-03-10,2026-03-10,,,directa_hoja,2026-03-10,2026-03-10,PENDIENTE,CUMPLE,,,,False,False
20260327,20260316,20260318,20260323,20260405,,20260323,,186,30,0,2026-03-27,FANU3529057,URG SPLIT 8000220 P2 FSC GE,RE-07265,HALO,TPG,TERCON,2026-03-16,2026-03-18,2026-03-23,2026-04-05,,,,directa_hoja,2026-03-23,,SIN_PLAN,CUMPLE,7.0,,,False,False
20260327,20260316,20260318,20260319,20260405,20260319,20260319,20260319,188,10,9,2026-03-27,FANU3745903,URG SPLIT 8000220 P2 FSC GE,RE-07265,HALO,TPG,TERCON,2026-03-16,2026-03-18,2026-03-19,2026-04-05,2026-03-19,,,directa_hoja,2026-03-19,2026-03-19,PENDIENTE,CUMPLE,,,,False,False
20260327,20260312,20260316,20260319,20260401,20260328,20260319,,190,30,0,2026-03-27,FBIU5082801,8000239 P1 FSC GE,RE-04663,CMA CGM,TPG,BLASTI,2026-03-12,2026-03-16,2026-03-19,2026-04-01,2026-03-28,,,directa_hoja,2026-03-19,,PENDIENTE,CUMPLE,7.0,,,False,False
20260327,20260301,20260305,20260307,20260321,20260311,20260307,20260311,194,10,9,2026-03-27,FBLU0116328,8000218 P1 FSC GE,RE-54910,MSC,NAPORTEC,MEDLOG,2026-03-01,2026-03-05,2026-03-07,2026-03-21,2026-03-11,,,directa_hoja,2026-03-07,2026-03-11,PENDIENTE,CUMPLE,6.0,,,False,False
20260327,20260305,20260309,20260310,20260319,20260315,20260310,20260315,195,10,14,2026-03-27,FCIU7382456,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,RE-05174,MSC,TPG,MEDLOG,2026-03-05,2026-03-09,2026-03-10,2026-03-19,2026-03-15,,,directa_hoja,2026-03-10,2026-03-15,PENDIENTE,CUMPLE,5.0,,,False,False
20260327,20260315,20260318,20260321,20260329,,20260321,,197,30,0,2026-03-27,FCIU7421948,5700011284 P1 P3 GE,RE-06848,MSC,TPG,MEDLOG,2026-03-15,2026-03-18,2026-03-21,2026-03-29,,,,directa_hoja,2026-03-21,,SIN_PLAN,CUMPLE,6.0,,,False,False
20260327,20260301,20260305,20260307,20260321,20260311,20260307,20260311,198,10,9,2026-03-27,FCIU9027867,8000218 P1 FSC GE,RE-54910,MSC,NAPORTEC,MEDLOG,2026-03-01,2026-03-05,2026-03-07,2026-03-21,2026-03-11,,,directa_hoja,2026-03-07,2026-03-11,PENDIENTE,CUMPLE,6.0,,,False,False
20260327,20260214,20260219,20260221,20260306,20260305,20260221,20260305,201,10,9,2026-03-27,FDCU0091063,8000215 P1 FSC GG,RE-54392,MSC,TPG,MEDLOG,2026-02-14,2026-02-19,2026-02-21,2026-03-06,2026-03-05,,,directa_hoja,2026-02-21,2026-03-05,PENDIENTE,CUMPLE,7.0,,,False,False
20260327,20260302,20260305,20260307,20260322,20260312,20260307,20260318,204,10,9,2026-03-27,FFAU1231692,8000271 P1 FSC GE,RE-05719,HALO,TPG,TPG,2026-03-02,2026-03-05,2026-03-07,2026-03-22,2026-03-12,,,directa_hoja,2026-03-07,2026-03-18,PENDIENTE,CUMPLE,5.0,,,False,False
20260327,20260305,20260309,20260310,20260319,20260315,20260310,20260315,205,10,14,2026-03-27,FFAU1563001,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,RE-05174,MSC,TPG,MEDLOG,2026-03-05,2026-03-09,2026-03-10,2026-03-19,2026-03-15,,,directa_hoja,2026-03-10,2026-03-15,PENDIENTE,CUMPLE,5.0,,,False,False
20260327,20260306,20260309,20260312,20260327,20260318,20260312,20260318,210,10,9,2026-03-27,FFAU1972170,8000229 P1 FSC GE,RE-06198,MSC,NAPORTEC,MEDLOG,2026-03-06,2026-03-09,2026-03-12,2026-03-27,2026-03-18,,,directa_hoja,2026-03-12,2026-03-18,PENDIENTE,CUMPLE,6.0,,,False,False
20260327,20260305,20260309,20260310,20260319,20260313,20260310,20260313,213,10,9,2026-03-27,FFAU2265378,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,RE-05174,MSC,TPG,MEDLOG,2026-03-05,2026-03-09,2026-03-10,2026-03-19,2026-03-13,,,directa_hoja,2026-03-10,2026-03-13,PENDIENTE,CUMPLE,5.0,,,False,False
20260327,20260305,20260309,20260310,20260319,20260313,20260310,20260313,218,10,14,2026-03-27,FFAU3505513,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,RE-05174,MSC,TPG,MEDLOG,2026-03-05,2026-03-09,2026-03-10,2026-03-19,2026-03-13,,,directa_hoja,2026-03-10,2026-03-13,PENDIENTE,CUMPLE,5.0,,,False,False
20260327,20260320,20260323,20260326,20260409,,20260326,,222,30,0,2026-03-27,FFAU3894570,8000236 P4 FSC GE,RE-04220,MSC,NAPORTEC,MEDLOG,2026-03-20,2026-03-23,2026-03-26,2026-04-09,,,,directa_hoja,2026-03-26,,SIN_PLAN,CUMPLE,6.0,,,False,False
